,id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4,BlackLatinoMale,African-American,Hispanic,Caucasian,Native American,Asian,Other,y
4931,4931,0,2,46,1,0,1,0,0,1,2,1,-1,1,-1,1,0,-2,1,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
5615,5615,0,0,29,0,0,4,0,0,2,1,4,-1,3,-1,2,1,-1,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
233,233,0,0,26,0,0,6,0,0,1,1,6,0,3,-1,1,0,-1,13,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5009,5009,0,0,22,-1,0,6,0,0,0,2,6,0,5,0,0,0,-2,0,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,0
5113,5113,0,0,43,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
1901,1901,1,2,65,1,0,1,0,0,0,1,1,-1,1,-1,0,0,0,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4317,4317,0,2,51,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
967,967,0,0,29,0,0,9,0,0,1,1,9,1,7,0,1,1,-1,290,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3240,3240,0,0,29,0,0,6,0,0,2,1,6,0,5,0,2,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5921,5921,0,0,47,1,0,5,0,0,3,1,5,0,6,0,3,0,0,7,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
3948,3948,0,2,21,-1,0,9,0,0,0,2,9,1,6,0,0,1,-2,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
2916,2916,0,2,35,0,0,2,0,0,4,0,2,-1,1,-1,4,1,-1,169,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5732,5732,0,3,26,0,0,5,0,0,1,2,5,0,3,-1,1,0,-2,1,4,0.48852459,0,0,0,1,0,1,0,1,0,0,0,0,0
3841,3841,0,0,21,-1,0,8,0,0,1,1,8,1,7,0,1,1,-1,108,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
1528,1528,0,0,27,0,0,9,0,0,7,1,9,1,8,1,7,1,-1,4,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4525,4525,1,2,62,1,0,1,0,0,1,2,1,-1,1,-1,1,0,-2,0,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
2705,2705,0,2,41,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2889,2889,1,3,39,0,0,2,0,0,2,0,2,-1,1,-1,2,1,0,6,5,0.43504204,0,0,0,0,1,0,0,1,0,0,0,0,0
4780,4780,0,2,29,0,0,3,0,0,0,1,3,-1,3,-1,0,1,-1,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
2732,2732,1,3,50,1,0,2,0,0,1,118,2,-1,1,-1,1,1,18,1,5,0.43504204,0,0,0,0,1,0,0,1,0,0,0,0,1
2425,2425,0,5,31,0,0,2,0,0,6,2,2,-1,2,-1,6,0,-1,1,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
4353,4353,0,3,45,1,0,1,0,0,1,22,1,-1,1,-1,1,0,-22,0,4,0.469041561,0,0,1,0,0,1,0,1,0,0,0,0,0
2485,2485,1,2,51,1,0,5,0,0,0,1,5,0,1,-1,0,1,-1,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3325,3325,0,0,23,-1,0,3,0,3,1,24,3,-1,4,-1,1,1,-24,22,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
706,706,0,0,27,0,0,8,0,0,3,1,8,1,6,0,3,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1694,1694,0,0,40,0,0,7,0,0,5,1971,7,0,7,0,5,1,0,30,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1899,1899,0,2,40,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
1267,1267,0,0,47,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1945,1945,0,2,31,0,0,5,0,0,3,0,5,0,4,-1,3,0,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
974,974,0,0,26,0,0,8,0,0,8,0,8,1,5,0,8,1,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5228,5228,0,5,21,-1,0,5,0,0,0,1,5,0,7,0,0,1,-1,2,6,0.532188841,1,0,0,0,0,0,0,0,0,0,0,1,1
3882,3882,0,0,36,0,0,8,0,0,1,1,8,1,4,-1,1,1,-1,31,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
4531,4531,0,0,35,0,0,4,0,0,0,1,4,-1,3,-1,0,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
1396,1396,1,0,31,0,0,6,0,0,0,5,6,0,4,-1,0,0,-2,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
4591,4591,0,0,26,0,0,5,0,0,2,700,5,0,5,0,2,0,-26,2,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
5892,5892,0,2,34,0,0,2,0,0,0,1,2,-1,1,-1,0,0,-1,29,2,0.48852459,0,0,0,1,0,0,0,0,1,0,0,0,1
2036,2036,0,0,30,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1941,1941,0,0,45,1,1,7,0,1,20,0,7,0,2,-1,20,0,-1,46,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5459,5459,0,0,47,1,0,1,0,0,7,1,1,-1,1,-1,7,1,-1,1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
6102,6102,1,2,47,1,0,9,0,0,28,1,9,1,5,0,28,1,-1,117,3,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,1
5461,5461,0,2,44,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,1,2,0.48852459,0,0,0,1,0,0,0,0,1,0,0,0,0
4429,4429,0,2,41,0,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,1,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
4106,4106,1,2,45,1,0,3,0,0,1,1,3,-1,1,-1,1,1,-1,1,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
4633,4633,0,0,22,-1,0,7,0,0,1,0,7,0,5,0,1,1,0,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
4923,4923,0,5,46,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,5,6,0.532188841,1,0,0,0,0,0,0,0,0,0,0,1,0
192,192,0,0,37,0,0,9,0,0,23,1,9,1,4,-1,23,1,-1,17,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
6170,6170,1,0,24,-1,0,4,0,0,0,3,4,-1,4,-1,0,1,-3,0,1,0.460869565,0,1,0,0,0,0,1,0,0,0,0,0,0
1011,1011,0,2,29,0,0,10,0,0,7,1,10,1,8,1,7,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4635,4635,0,0,20,-1,0,8,3,0,3,0,8,1,8,1,3,1,0,-1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
5917,5917,0,0,27,0,0,7,0,0,10,1,7,0,3,-1,10,1,-1,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
2898,2898,0,2,77,1,0,1,0,0,1,2,1,-1,1,-1,1,0,-1,3,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3033,3033,1,0,33,0,0,1,0,0,1,1,1,-1,1,-1,1,1,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4268,4268,0,0,33,0,0,5,0,0,3,1,5,0,2,-1,3,1,-1,3,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
840,840,0,0,57,1,0,10,0,0,27,9,10,1,9,1,27,0,-9,9,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
535,535,0,0,34,0,0,1,0,0,1,17,1,-1,1,-1,1,1,-17,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4114,4114,0,2,55,1,0,3,0,0,1,0,3,-1,2,-1,1,1,0,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
1372,1372,0,2,39,0,0,1,0,0,2,26,1,-1,1,-1,2,0,-26,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2415,2415,0,0,41,0,0,7,0,1,7,1,7,0,3,-1,7,0,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3471,3471,0,2,34,0,0,5,0,0,1,1,5,0,4,-1,1,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
1816,1816,0,0,48,1,0,6,0,0,4,1,6,0,3,-1,4,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
643,643,0,3,26,0,0,2,0,0,1,1,2,-1,3,-1,1,0,-1,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
1459,1459,1,2,43,0,0,2,0,0,0,0,2,-1,1,-1,0,0,0,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4649,4649,0,2,21,-1,0,8,0,0,1,1,8,1,6,0,1,1,0,-1,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
3985,3985,0,0,26,0,0,9,0,0,6,0,9,1,9,1,6,1,0,18,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
2158,2158,0,5,21,-1,0,4,0,0,0,1,4,-1,6,0,0,1,-1,0,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
876,876,0,2,26,0,0,6,0,0,7,1,6,0,4,-1,7,1,-1,18,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
143,143,0,5,43,0,0,2,0,0,2,1,2,-1,1,-1,2,1,-1,7,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
745,745,1,0,23,-1,0,9,0,0,1,1,9,1,8,1,1,1,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
3790,3790,0,2,53,1,0,1,0,0,2,2,1,-1,1,-1,2,1,-2,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
4756,4756,1,2,36,0,0,2,0,0,0,0,2,-1,1,-1,0,1,0,1,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
5080,5080,1,0,31,0,0,8,2,0,10,3,8,1,4,-1,10,1,-3,1,1,0.532188841,1,0,0,0,0,0,1,0,0,0,0,0,0
3490,3490,0,0,30,0,2,6,0,0,8,1,6,0,4,-1,8,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
695,695,0,0,29,0,0,2,0,0,0,1,2,-1,3,-1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
329,329,0,0,30,0,0,2,0,0,0,1,2,-1,2,-1,0,1,-1,2,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
1102,1102,0,2,62,1,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,2,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4837,4837,0,0,23,-1,0,10,0,0,1,1,10,1,9,1,1,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
2259,2259,1,0,31,0,0,6,0,0,0,1,6,0,5,0,0,0,-1,2,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
117,117,0,3,23,-1,0,6,0,1,1,1,6,0,4,-1,1,1,-1,1,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,1
4751,4751,1,0,56,1,0,1,0,0,2,1,1,-1,1,-1,2,0,-1,0,1,0.469041561,0,0,1,0,0,0,1,0,0,0,0,0,1
1271,1271,0,2,26,0,0,4,0,0,9,0,4,-1,3,-1,9,0,0,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
2305,2305,1,0,23,-1,0,5,1,0,1,1,5,0,5,0,1,0,0,-1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
5220,5220,1,5,38,0,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,7,0.532188841,1,0,0,0,0,0,0,0,0,0,0,1,0
2650,2650,1,0,40,0,0,1,0,0,2,1,1,-1,1,-1,2,1,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4716,4716,1,5,36,0,0,7,1,0,6,21,7,0,2,-1,6,1,-21,0,7,0.469041561,0,0,1,0,0,0,0,0,0,0,0,1,1
355,355,0,0,46,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3582,3582,0,0,24,-1,0,6,0,1,3,1,6,0,5,0,3,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5986,5986,0,0,25,0,0,9,0,0,5,1,9,1,7,0,5,1,-1,1,0,0.460869565,0,1,0,0,0,1,1,0,0,0,0,0,1
4177,4177,0,2,27,0,0,4,0,0,0,0,4,-1,2,-1,0,0,0,-1,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
2103,2103,0,0,32,0,0,7,0,0,0,1,7,0,2,-1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
6111,6111,0,2,27,0,0,3,0,0,3,1,3,-1,3,-1,3,0,-1,3,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,0
4314,4314,0,2,45,1,0,1,0,0,2,1,1,-1,1,-1,2,1,-1,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
644,644,0,2,30,0,0,1,0,0,0,1,1,-1,2,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4029,4029,0,3,31,0,0,3,1,0,1,0,3,-1,5,0,1,0,0,1,4,0.469041561,0,0,1,0,0,1,0,1,0,0,0,0,0
5573,5573,0,0,42,0,0,5,0,0,0,0,5,0,2,-1,0,1,0,7,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
687,687,0,0,22,-1,0,6,0,0,1,1,6,0,7,0,1,0,-1,4,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4627,4627,0,5,23,-1,0,3,0,0,0,1,3,-1,4,-1,0,0,-1,0,6,0.469041561,0,0,1,0,0,0,0,0,0,0,0,1,0
945,945,0,2,39,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
5215,5215,0,2,41,0,0,2,0,0,0,1,2,-1,1,-1,0,1,-1,1,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,1
448,448,0,0,32,0,0,5,0,0,4,0,5,0,2,-1,4,1,0,108,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3736,3736,0,3,24,-1,0,8,0,0,0,3,8,1,7,0,0,0,-3,0,4,0.469041561,0,0,1,0,0,1,0,1,0,0,0,0,0
6137,6137,0,5,33,0,0,1,0,0,2,1,1,-1,1,-1,2,1,0,0,6,0.460869565,0,1,0,0,0,0,0,0,0,0,0,1,1
1591,1591,0,5,24,-1,0,6,0,0,5,1,6,0,4,-1,5,0,-1,5,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
2967,2967,1,2,25,0,0,4,0,0,0,0,4,-1,4,-1,0,0,0,0,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2449,2449,0,2,45,1,0,1,0,0,3,24,1,-1,1,-1,3,1,-23,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
3713,3713,0,2,59,1,0,2,0,0,1,1,2,-1,1,-1,1,1,-1,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
4897,4897,1,0,22,-1,0,7,0,0,0,1,7,0,8,1,0,1,0,0,1,0.532188841,1,0,0,0,0,0,1,0,0,0,0,0,0
858,858,0,5,63,1,0,4,0,0,23,1,4,-1,2,-1,23,1,-1,2,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
5318,5318,1,2,22,-1,0,8,0,1,1,1,8,1,7,0,1,0,-1,17,3,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
5880,5880,0,0,31,0,0,2,0,0,6,0,2,-1,2,-1,6,1,0,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
1638,1638,0,3,26,0,0,1,0,0,1,1,1,-1,2,-1,1,0,-1,1,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
4259,4259,0,0,25,0,1,9,0,0,2,1,9,1,7,0,2,1,-1,1,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
4956,4956,0,2,21,-1,0,8,0,0,5,10,8,1,8,1,5,1,-10,1,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,1
6026,6026,0,2,53,1,0,1,0,0,1,21,1,-1,1,-1,1,1,-21,21,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,0
1513,1513,0,2,24,-1,0,2,0,0,0,1,2,-1,3,-1,0,1,-1,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
4023,4023,0,0,21,-1,0,9,0,0,1,1,9,1,9,1,1,1,-1,49,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
3593,3593,0,2,44,0,0,1,0,0,1,1,1,-1,1,-1,1,0,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2797,2797,0,0,54,1,0,1,0,0,4,1,1,-1,1,-1,4,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
110,110,0,0,32,0,0,9,1,0,14,1,9,1,8,1,14,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
6032,6032,0,0,24,-1,0,3,0,1,2,1,3,-1,4,-1,2,1,-1,10,0,0.460869565,0,1,0,0,0,1,1,0,0,0,0,0,1
1272,1272,0,0,53,1,0,2,0,0,2,1,2,-1,1,-1,2,1,-1,7,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
2668,2668,0,0,27,0,0,8,0,0,10,0,8,1,8,1,10,1,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4278,4278,0,2,38,0,0,3,0,0,2,21,3,-1,2,-1,2,1,-21,19,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
5659,5659,0,0,33,0,0,6,0,0,4,1,6,0,2,-1,4,1,0,-1,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
3022,3022,1,2,43,0,0,1,0,0,0,2,1,-1,1,-1,0,1,-2,1,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
2026,2026,0,2,37,0,0,4,0,0,4,1,4,-1,4,-1,4,0,-1,82,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
2172,2172,0,0,29,0,0,8,0,0,7,1,8,1,3,-1,7,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1832,1832,0,2,72,1,0,4,0,0,7,2,4,-1,1,-1,7,1,-1,-1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
925,925,1,5,22,-1,0,4,0,0,0,1,4,-1,5,0,0,1,-1,2,7,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
5513,5513,0,0,33,0,0,8,0,0,14,1,8,1,5,0,14,1,-1,2,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
1181,1181,0,2,23,-1,0,2,0,0,0,4,2,-1,3,-1,0,1,-4,1,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
54,54,0,0,31,0,0,7,0,0,1,1,7,0,8,1,1,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5993,5993,0,2,46,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,0
702,702,0,5,22,-1,0,4,0,0,5,1,4,-1,5,0,5,1,-1,2,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,1
2927,2927,0,2,36,0,0,1,0,0,12,26,1,-1,2,-1,12,1,-26,13,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
97,97,1,0,41,0,0,6,0,0,5,1,6,0,3,-1,5,0,0,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
15,15,0,0,33,0,0,10,0,0,0,1,10,1,6,0,0,1,0,37,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5867,5867,0,0,27,0,0,7,0,0,11,1,7,0,5,0,11,1,-1,5,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,1
2423,2423,0,0,37,0,0,7,0,0,3,1,7,0,3,-1,3,0,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3526,3526,0,0,55,1,0,5,0,0,3,142,5,0,3,-1,3,0,-1,69,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
4323,4323,0,0,34,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
1157,1157,0,5,49,1,0,1,0,0,2,1,1,-1,1,-1,2,1,-1,0,6,0.43504204,0,0,0,0,1,0,0,0,0,0,0,1,0
210,210,0,0,31,0,0,3,0,0,7,1,3,-1,2,-1,7,0,0,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
5193,5193,0,2,61,1,0,1,0,0,0,4,1,-1,1,-1,0,0,-4,0,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
3958,3958,0,0,31,0,0,2,0,0,0,0,2,-1,2,-1,0,0,0,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
3128,3128,1,0,34,0,0,1,0,0,0,1,1,-1,1,-1,0,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,1
190,190,0,0,22,-1,0,9,0,0,4,1,9,1,9,1,4,1,-1,260,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
3167,3167,0,3,36,0,0,2,0,0,1,0,2,-1,1,-1,1,0,0,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
1386,1386,0,2,35,0,0,3,0,0,2,0,3,-1,4,-1,2,0,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
428,428,1,2,39,0,0,2,0,0,1,1,2,-1,1,-1,1,0,-1,10,3,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,1
5279,5279,0,0,27,0,0,4,0,0,4,0,4,-1,2,-1,4,1,0,0,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
4107,4107,0,0,22,-1,0,3,0,0,0,1,3,-1,5,0,0,1,-1,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
1686,1686,0,0,25,0,0,2,0,0,1,1,2,-1,3,-1,1,1,-1,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
5813,5813,0,0,25,0,0,5,0,0,0,1,5,0,4,-1,0,1,-1,0,0,0.48852459,0,0,0,1,0,1,1,0,0,0,0,0,0
918,918,1,3,46,1,0,1,0,0,2,1,1,-1,1,-1,2,1,-1,3,5,0.43504204,0,0,0,0,1,0,0,1,0,0,0,0,0
398,398,0,2,31,0,0,3,0,0,2,0,3,-1,2,-1,2,0,0,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
4120,4120,0,0,26,0,0,5,0,2,0,1,5,0,2,-1,0,1,-1,0,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,0
3538,3538,0,0,21,-1,0,5,0,0,5,1,5,0,6,0,5,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
834,834,1,0,24,-1,0,5,0,0,1,1,5,0,4,-1,1,1,-1,0,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
4119,4119,0,0,27,0,0,3,0,0,5,0,3,-1,4,-1,5,1,0,3,0,0.469041561,0,0,1,0,0,1,1,0,0,0,0,0,1
5273,5273,0,0,22,-1,0,7,0,0,0,1,7,0,8,1,0,1,-1,2,0,0.532188841,1,0,0,0,0,1,1,0,0,0,0,0,1
5099,5099,1,0,22,-1,0,5,0,0,2,1,5,0,7,0,2,1,-1,1,1,0.532188841,1,0,0,0,0,0,1,0,0,0,0,0,0
1014,1014,1,0,33,0,0,1,0,0,1,1,1,-1,2,-1,1,0,-1,1,1,0.43504204,0,0,0,0,1,0,1,0,0,0,0,0,0
2090,2090,0,3,24,-1,0,4,0,0,1,0,4,-1,4,-1,1,1,0,10,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
3479,3479,0,2,49,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
3134,3134,0,0,50,1,0,8,0,0,15,1,8,1,4,-1,15,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
3965,3965,0,2,32,0,0,7,0,2,6,0,7,0,4,-1,6,0,0,0,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
5055,5055,0,2,25,0,0,6,0,0,1,1,6,0,3,-1,1,1,-1,1,2,0.532188841,1,0,0,0,0,0,0,0,1,0,0,0,0
3139,3139,0,3,61,1,0,1,0,0,0,1,1,-1,1,-1,0,1,-1,0,4,0.43504204,0,0,0,0,1,1,0,1,0,0,0,0,0
4503,4503,1,2,23,-1,0,2,0,2,1,1,2,-1,3,-1,1,0,-1,0,3,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,0
2682,2682,0,0,21,-1,0,9,0,0,0,1,9,1,9,1,0,0,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
6066,6066,0,2,33,0,0,2,2,0,2,22,2,-1,2,-1,2,0,-22,21,2,0.460869565,0,1,0,0,0,0,0,0,1,0,0,0,0
2761,2761,0,2,33,0,0,1,0,0,0,1,1,-1,2,-1,0,1,-1,0,2,0.43504204,0,0,0,0,1,0,0,0,1,0,0,0,0
2324,2324,0,0,23,-1,0,9,0,0,2,1,9,1,7,0,2,1,-1,6,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,1
1672,1672,0,0,30,0,0,1,0,0,0,2,1,-1,2,-1,0,1,-1,1,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4420,4420,0,2,28,0,0,3,0,0,2,18,3,-1,3,-1,2,1,3,2,2,0.469041561,0,0,1,0,0,0,0,0,1,0,0,0,1
2912,2912,0,0,32,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0.43504204,0,0,0,0,1,1,1,0,0,0,0,0,0
4946,4946,0,3,21,-1,0,7,0,0,0,1,7,0,6,0,0,1,0,0,4,0.532188841,1,0,0,0,0,1,0,1,0,0,0,0,0
