id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,y
6396,0,2,54,1,0,1,0,0,6,0.0,1,-1,1,-1,6,1,0.0,0.0,0
6398,1,2,42,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,1.0,0
6399,0,2,35,0,0,3,0,0,5,20.0,3,-1,2,-1,5,1,-20.0,0.0,0
6400,0,0,30,0,0,4,0,0,0,1.0,4,-1,2,-1,0,1,-1.0,1.0,1
6401,0,2,53,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0.0,0
6402,1,0,31,0,0,3,0,0,2,1.0,3,-1,2,-1,2,0,-1.0,2.0,0
6405,0,2,83,1,0,1,0,0,4,1423.0,1,-1,1,-1,4,1,3.3047632836253076,18.235413348776603,0
6406,0,3,46,1,0,6,0,0,15,119.0,6,0,7,0,15,1,3.3047632836253076,18.235413348776603,0
6409,0,0,31,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,1.0,1
6412,0,5,23,-1,0,10,0,0,4,1.0,10,1,10,1,4,1,-1.0,2.0,0
6413,0,0,47,1,0,4,0,0,9,1.0,4,-1,2,-1,9,1,-1.0,64.0,0
6414,0,3,31,0,0,6,0,0,4,1.0,6,0,2,-1,4,1,3.3047632836253076,18.235413348776603,0
6415,0,0,50,1,0,8,0,0,0,57.731368186874306,8,1,5,0,0,0,3.3047632836253076,18.235413348776603,0
6420,0,0,24,-1,0,9,1,0,9,1.0,9,1,5,0,9,0,-1.0,3.0,1
6422,1,0,22,-1,0,9,1,0,2,1.0,9,1,8,1,2,1,-1.0,2.0,0
6424,0,3,45,1,0,1,0,0,1,22.0,1,-1,1,-1,1,0,-22.0,0.0,0
6425,1,0,30,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,0.0,0
6426,0,5,30,0,0,8,0,0,5,30.0,8,1,3,-1,5,0,-1.0,5.0,1
6427,0,0,36,0,0,2,0,0,4,2588.0,2,-1,3,-1,4,0,3.3047632836253076,18.235413348776603,0
6428,1,2,43,0,0,10,0,0,22,1.0,10,1,4,-1,22,0,-1.0,26.0,1
6430,0,0,50,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,0.0,0
6431,1,5,24,-1,0,4,0,0,2,1.0,4,-1,3,-1,2,1,-1.0,1.0,1
6432,1,2,42,0,0,5,0,0,3,3.0,5,0,1,-1,3,1,-3.0,0.0,0
6433,1,2,29,0,0,7,0,0,1,1.0,7,0,5,0,1,1,-1.0,13.0,1
6434,1,3,28,0,0,3,0,0,2,597.0,3,-1,3,-1,2,1,3.3047632836253076,18.235413348776603,0
6436,0,3,31,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1.0,0
6439,0,0,25,0,0,9,0,0,5,1.0,9,1,6,0,5,1,-1.0,54.0,1
6441,0,0,36,0,0,5,0,0,4,1.0,5,0,3,-1,4,1,0.0,1.0,0
6442,0,0,24,-1,0,5,0,0,1,1.0,5,0,7,0,1,0,-1.0,2.0,1
6443,0,2,28,0,0,5,0,0,5,0.0,5,0,4,-1,5,1,0.0,0.0,0
6446,0,2,31,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0.0,1
6447,0,0,23,-1,0,4,0,0,0,1.0,4,-1,6,0,0,1,-1.0,3.0,0
6448,0,2,29,0,0,6,0,0,4,1.0,6,0,3,-1,4,0,-1.0,7.0,1
6449,0,0,51,1,0,5,0,0,11,1.0,5,0,7,0,11,0,-1.0,79.0,1
6450,0,0,34,0,0,5,0,0,1,1.0,5,0,3,-1,1,1,-1.0,1.0,0
6451,0,0,29,0,0,2,0,0,12,0.0,2,-1,4,-1,12,1,0.0,0.0,1
6453,0,0,39,0,0,10,1,0,13,1.0,10,1,6,0,13,1,-1.0,1.0,1
6458,1,3,36,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,0.0,0.0,0
6459,0,0,59,1,0,6,0,0,15,1.0,6,0,2,-1,15,0,-1.0,14.0,1
6462,0,0,23,-1,0,8,0,2,3,1.0,8,1,8,1,3,1,-1.0,0.0,1
6463,0,0,31,0,0,8,0,0,15,1.0,8,1,3,-1,15,1,0.0,-1.0,0
6466,0,2,53,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,-1.0,0
6467,0,0,34,0,0,7,0,0,12,1.0,7,0,5,0,12,1,0.0,34.0,0
6468,1,0,63,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,0.0,0.0,0
6469,0,5,21,-1,0,4,0,0,0,1.0,4,-1,6,0,0,1,-1.0,0.0,1
6470,1,0,21,-1,0,7,0,0,0,0.0,7,0,6,0,0,1,0.0,0.0,1
6471,0,2,47,1,0,9,0,0,28,1.0,9,1,3,-1,28,1,-1.0,33.0,1
6473,0,0,34,0,0,5,0,0,7,1.0,5,0,2,-1,7,1,0.0,-1.0,1
6475,0,0,43,0,0,1,0,0,1,1385.0,1,-1,1,-1,1,0,3.3047632836253076,18.235413348776603,0
6477,0,2,58,1,0,5,0,0,4,0.0,5,0,3,-1,4,1,0.0,0.0,1
6478,1,3,40,0,0,3,0,0,4,0.0,3,-1,1,-1,4,1,0.0,5.0,1
6480,0,0,36,0,3,8,0,0,16,8.0,8,1,7,0,16,1,-8.0,8.0,1
6481,1,0,23,-1,0,4,0,0,0,1.0,4,-1,4,-1,0,0,-1.0,1.0,0
6482,0,0,34,0,0,2,0,0,5,1.0,2,-1,1,-1,5,1,-1.0,0.0,1
6483,0,2,56,1,0,2,0,0,13,13.0,2,-1,1,-1,13,1,-13.0,6.0,0
6484,1,2,52,1,0,1,0,0,0,6.0,1,-1,1,-1,0,1,-6.0,0.0,0
6485,0,0,56,1,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,6.0,0
6487,1,0,37,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1.0,0
6488,1,2,50,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,1.0,0
6489,0,0,25,0,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,0.0,1
6490,0,0,22,-1,0,5,0,0,0,1.0,5,0,5,0,0,1,-1.0,0.0,1
6491,1,2,43,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0.0,1
6492,0,2,30,0,0,2,0,0,1,1.0,2,-1,2,-1,1,0,-1.0,35.0,0
6495,0,1,29,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,0.0,0
6496,0,2,24,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,0.0,0
6497,0,0,29,0,0,8,0,0,7,1.0,8,1,3,-1,7,0,-1.0,0.0,1
6498,1,2,27,0,0,3,0,0,3,19.0,3,-1,3,-1,3,1,3.3047632836253076,18.235413348776603,0
6500,1,2,24,-1,0,4,0,0,0,2.0,4,-1,5,0,0,1,-2.0,0.0,0
6501,1,0,74,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0.0,0
6502,0,0,27,0,0,7,0,1,8,1.0,7,0,5,0,8,0,0.0,0.0,1
6503,0,3,37,0,0,2,0,0,1,1.0,2,-1,1,-1,1,1,-1.0,0.0,1
6504,0,0,39,0,0,10,1,1,8,0.0,10,1,9,1,8,1,197.0,4.0,1
6505,0,2,29,0,0,2,0,0,5,0.0,2,-1,3,-1,5,1,0.0,0.0,0
6507,0,0,25,0,0,3,0,0,0,2.0,3,-1,4,-1,0,0,3.3047632836253076,18.235413348776603,1
6508,1,0,35,0,0,3,0,0,5,1.0,3,-1,3,-1,5,1,-1.0,0.0,0
6511,0,0,29,0,0,6,0,0,1,1.0,6,0,5,0,1,0,-1.0,99.0,1
6512,0,2,36,0,0,2,0,0,1,0.0,2,-1,1,-1,1,1,-1.0,1.0,0
6513,0,0,61,1,0,4,0,0,13,279.0,4,-1,2,-1,13,1,64.0,66.0,1
6514,0,2,26,0,0,4,0,0,2,1.0,4,-1,7,0,2,1,0.0,1.0,0
6518,0,0,28,0,0,5,0,0,1,1248.0,5,0,5,0,1,0,3.3047632836253076,18.235413348776603,0
6520,1,0,26,0,0,5,0,0,1,1.0,5,0,4,-1,1,1,-1.0,1.0,0
6521,1,2,39,0,0,6,1,0,11,1.0,6,0,3,-1,11,1,-1.0,1.0,1
6522,0,0,22,-1,0,4,1,0,3,1.0,4,-1,6,0,3,1,-1.0,1.0,1
6524,0,2,28,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,1.0,0
6525,0,2,51,1,0,1,0,0,1,2.0,1,-1,1,-1,1,1,-2.0,0.0,1
6526,1,3,35,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,1.0,0
6527,1,0,23,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,1.0,0
6528,0,0,29,0,1,6,2,0,6,0.0,6,0,8,1,6,1,0.0,0.0,1
6529,0,5,20,-1,0,3,0,0,0,1.0,3,-1,5,0,0,1,-1.0,1.0,1
6531,0,0,24,-1,0,9,0,2,1,1.0,9,1,9,1,1,0,-1.0,6.0,1
6533,1,3,23,-1,0,4,1,0,2,1.0,4,-1,6,0,2,0,-1.0,1.0,0
6534,1,0,33,0,0,7,0,0,5,1.0,7,0,5,0,5,1,-1.0,186.0,0
6535,0,2,21,-1,1,3,0,0,1,1.0,3,-1,6,0,1,1,-1.0,0.0,1
6536,0,2,59,1,0,1,0,0,3,4.0,1,-1,1,-1,3,0,-3.0,2.0,0
6537,0,2,26,0,0,4,0,0,4,0.0,4,-1,3,-1,4,1,0.0,2.0,1
6538,0,2,36,0,0,1,0,0,0,57.731368186874306,1,-1,1,-1,0,0,3.3047632836253076,18.235413348776603,0
6539,0,5,38,0,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,0.0,0
6541,0,2,19,-1,1,9,3,2,5,31.0,9,1,9,1,5,0,-31.0,28.0,1
6546,0,3,28,0,0,8,0,0,2,1.0,8,1,6,0,2,1,-1.0,3.0,0
6547,0,3,23,-1,0,5,0,0,2,1.0,5,0,4,-1,2,1,-1.0,58.0,1
6548,0,0,21,-1,0,5,0,2,1,1.0,5,0,5,0,1,1,-1.0,1.0,1
6549,0,0,52,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1.0,1
6550,0,0,56,1,0,5,0,0,12,1.0,5,0,4,-1,12,1,-1.0,1.0,1
6551,0,2,40,0,0,4,0,0,1,1.0,4,-1,3,-1,1,0,-1.0,1.0,0
6552,1,2,48,1,0,4,0,0,8,26.0,4,-1,2,-1,8,0,-26.0,23.0,1
6553,0,0,24,-1,0,6,1,2,2,394.0,6,0,7,0,2,0,561.0,0.0,0
6554,1,0,26,0,0,4,0,0,0,1.0,4,-1,4,-1,0,1,-1.0,0.0,0
6557,0,0,59,1,0,6,0,0,5,1782.0,6,0,4,-1,5,0,3.3047632836253076,18.235413348776603,0
6558,0,2,66,1,0,1,0,0,1,14.0,1,-1,1,-1,1,1,-14.0,4.0,1
6560,1,0,54,1,0,4,0,0,6,1.0,4,-1,1,-1,6,1,-1.0,1.0,0
6563,0,2,31,0,0,7,0,0,4,1.0,7,0,7,0,4,0,-1.0,26.0,1
6564,0,2,34,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,0.0,0
6566,0,0,25,0,0,9,0,0,9,1.0,9,1,8,1,9,1,-1.0,84.0,1
6570,0,2,47,1,0,4,0,0,2,7.0,4,-1,1,-1,2,1,-7.0,6.0,0
6571,0,0,51,1,0,8,0,1,12,1.0,8,1,3,-1,12,1,-1.0,0.0,1
6572,0,2,25,0,0,3,0,0,1,24.0,3,-1,3,-1,1,1,-23.0,-1.0,0
6573,0,5,25,0,0,2,0,0,0,1.0,2,-1,4,-1,0,1,-1.0,20.0,1
6574,1,0,31,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,0.0,1
6575,0,3,44,0,0,1,0,0,2,79.0,1,-1,2,-1,2,1,367.0,0.0,1
6577,0,2,36,0,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,0.0,0
6578,0,2,77,1,0,1,0,0,3,1738.0,1,-1,1,-1,3,1,3.3047632836253076,18.235413348776603,0
6580,0,2,49,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,-1.0,0
6583,0,0,31,0,0,7,0,0,0,1.0,7,0,4,-1,0,1,-1.0,0.0,0
6584,0,2,30,0,0,3,0,1,1,1.0,3,-1,3,-1,1,1,-1.0,0.0,0
6585,0,0,29,0,1,9,0,0,3,1.0,9,1,6,0,3,1,-1.0,0.0,1
6586,1,2,53,1,0,5,0,0,6,1.0,5,0,1,-1,6,1,-1.0,10.0,1
6587,0,0,21,-1,0,9,1,0,1,1.0,9,1,8,1,1,1,-1.0,456.0,1
6588,0,0,21,-1,0,4,0,0,0,1.0,4,-1,6,0,0,1,-1.0,0.0,0
6589,1,0,27,0,0,5,0,0,1,1.0,5,0,4,-1,1,1,0.0,0.0,1
6591,1,0,65,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0.0,0
6592,1,2,59,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0.0,0
6593,0,0,59,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1.0,0
6594,0,0,24,-1,0,7,0,0,0,1.0,7,0,7,0,0,0,-1.0,3.0,0
6595,0,0,40,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,1.0,0
6596,0,0,51,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2.0,1
6597,0,0,34,0,1,9,0,0,10,1.0,9,1,4,-1,10,1,-1.0,0.0,1
6600,0,3,30,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,0.0,-1.0,1
6601,0,0,52,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0.0,0
6602,0,2,29,0,0,4,0,0,1,40.0,4,-1,6,0,1,1,-39.0,33.0,1
6603,0,0,24,-1,0,9,0,0,15,31.0,9,1,9,1,15,1,-31.0,4.0,1
6604,0,0,38,0,0,3,0,0,2,1.0,3,-1,1,-1,2,1,-1.0,2.0,1
6605,1,0,22,-1,0,8,0,0,0,6.0,8,1,8,1,0,1,-6.0,0.0,0
6606,0,0,43,0,0,5,0,0,0,1.0,5,0,3,-1,0,1,-1.0,3.0,0
6608,0,2,32,0,0,9,0,0,5,0.0,9,1,3,-1,5,1,0.0,55.0,1
6611,0,0,55,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1.0,0
6613,0,0,26,0,0,2,0,0,2,1.0,2,-1,3,-1,2,1,-1.0,8.0,0
6614,0,2,23,-1,0,2,0,1,1,1.0,2,-1,3,-1,1,0,-1.0,0.0,0
6615,1,5,47,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,3.0,0
6616,0,2,28,0,0,2,0,0,1,1.0,2,-1,2,-1,1,0,-1.0,0.0,1
6621,0,3,27,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,0.0,0.0,1
6624,0,3,61,1,0,4,0,0,2,1.0,4,-1,1,-1,2,1,-1.0,3.0,1
6626,0,0,26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,2.0,0
6627,0,3,41,0,0,1,0,0,1,1364.0,1,-1,1,-1,1,0,-38.0,29.0,0
6629,1,2,28,0,0,5,0,0,1,0.0,5,0,2,-1,1,0,0.0,0.0,1
6631,0,0,43,0,0,5,0,0,0,1.0,5,0,4,-1,0,1,-1.0,1.0,1
6633,0,2,30,0,0,4,0,0,3,167.0,4,-1,3,-1,3,1,225.0,70.0,0
6634,0,0,33,0,0,7,0,0,21,6.0,7,0,6,0,21,0,-6.0,6.0,1
6636,0,2,21,-1,0,3,0,1,0,1.0,3,-1,5,0,0,0,-1.0,0.0,0
6637,1,2,32,0,0,1,0,1,0,2.0,1,-1,1,-1,0,0,-1.0,1.0,0
6638,0,0,22,-1,0,4,0,0,1,0.0,4,-1,5,0,1,1,0.0,0.0,1
6639,0,0,51,1,0,1,0,0,3,0.0,1,-1,1,-1,3,1,0.0,0.0,0
6641,0,0,20,-1,0,10,0,1,2,1.0,10,1,8,1,2,1,-1.0,129.0,1
6642,0,2,35,0,0,3,0,0,2,1.0,3,-1,2,-1,2,1,-1.0,1.0,0
6645,1,0,37,0,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,29.0,0
6646,0,0,28,0,0,7,0,0,0,3.0,7,0,7,0,0,0,-2.0,0.0,1
6649,0,2,41,0,0,5,0,0,3,1.0,5,0,2,-1,3,0,-1.0,1.0,1
6650,0,0,24,-1,0,8,0,0,0,1.0,8,1,8,1,0,0,-1.0,1.0,1
6651,1,0,33,0,0,4,0,0,3,1.0,4,-1,3,-1,3,0,-1.0,2.0,0
6652,0,0,25,0,0,8,0,0,4,1.0,8,1,5,0,4,1,-102.0,0.0,1
6653,1,2,30,0,0,6,0,0,4,1.0,6,0,5,0,4,1,-1.0,29.0,0
6654,0,0,20,-1,0,7,0,0,1,0.0,7,0,6,0,1,1,0.0,6.0,1
6655,1,0,42,0,0,1,0,0,1,10.0,1,-1,1,-1,1,1,-10.0,-1.0,0
6657,1,0,40,0,0,7,0,0,15,0.0,7,0,6,0,15,1,-1.0,65.0,1
6658,0,0,39,0,0,4,0,0,0,1.0,4,-1,1,-1,0,1,-1.0,0.0,1
6659,0,0,21,-1,0,7,0,0,0,0.0,7,0,8,1,0,1,0.0,3.0,0
6660,0,2,39,0,0,2,0,0,2,2.0,2,-1,2,-1,2,1,-2.0,1.0,1
6661,0,2,24,-1,0,2,0,0,0,0.0,2,-1,3,-1,0,1,0.0,0.0,0
6662,0,0,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0.0,0
6663,0,0,39,0,0,4,0,0,1,1.0,4,-1,2,-1,1,1,-1.0,1.0,0
6665,1,0,24,-1,0,8,0,0,3,2.0,8,1,10,1,3,1,-1.0,0.0,0
6667,1,0,24,-1,0,4,0,0,1,23.0,4,-1,4,-1,1,1,-23.0,0.0,0
6668,0,0,29,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,1.0,1
6669,0,0,39,0,0,10,0,0,35,45.0,10,1,8,1,35,1,-45.0,3.0,0
6670,0,2,25,0,0,5,0,0,2,13.0,5,0,7,0,2,0,-12.0,11.0,1
6671,1,2,23,-1,0,6,0,0,0,1.0,6,0,4,-1,0,1,-1.0,1.0,1
6672,0,0,22,-1,0,10,0,1,1,0.0,10,1,10,1,1,1,0.0,0.0,1
6679,1,5,26,0,0,7,0,0,4,1.0,7,0,4,-1,4,0,-1.0,1.0,1
6681,0,0,26,0,0,9,3,0,3,2022.0,9,1,9,1,3,0,-1.0,205.0,1
6683,1,0,24,-1,0,6,0,0,3,1.0,6,0,5,0,3,0,-1.0,2.0,1
6685,0,0,44,0,0,5,0,0,0,1.0,5,0,4,-1,0,0,-1.0,34.0,0
6686,0,2,36,0,0,2,0,0,1,19.0,2,-1,2,-1,1,1,-19.0,18.0,1
6687,0,2,39,0,0,8,0,0,10,1.0,8,1,5,0,10,1,-1.0,1.0,1
6688,0,2,42,0,0,4,0,0,0,1.0,4,-1,1,-1,0,1,-1.0,0.0,0
6689,0,2,45,1,0,1,0,0,1,2.0,1,-1,1,-1,1,0,-2.0,1.0,0
6690,0,0,25,0,0,10,1,0,7,1.0,10,1,10,1,7,1,-1.0,20.0,1
6691,1,2,28,0,0,9,0,0,7,244.0,9,1,6,0,7,1,606.0,144.0,0
6692,0,2,33,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,5.0,0
6693,0,2,25,0,0,3,0,0,0,1.0,3,-1,4,-1,0,0,-1.0,3.0,0
6695,0,0,32,0,0,4,1,0,5,10.0,4,-1,2,-1,5,1,-10.0,9.0,0
6696,0,0,23,-1,0,7,0,0,0,1.0,7,0,5,0,0,1,-1.0,3.0,0
6697,0,2,39,0,0,5,0,0,0,1.0,5,0,2,-1,0,0,-1.0,1.0,0
6698,0,0,27,0,0,8,0,0,12,1.0,8,1,4,-1,12,1,-1.0,1.0,1
6699,1,2,35,0,0,7,0,0,4,1.0,7,0,2,-1,4,0,-1.0,1.0,0
6701,0,0,23,-1,0,5,0,0,1,58.0,5,0,6,0,1,1,-58.0,2.0,0
6702,1,0,38,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0.0,0
6703,0,0,30,0,0,2,0,0,4,10.0,2,-1,2,-1,4,1,-10.0,7.0,0
6704,0,2,30,0,0,5,0,0,1,1.0,5,0,2,-1,1,1,-1.0,28.0,0
6705,1,2,30,0,0,8,0,0,0,0.0,8,1,5,0,0,0,0.0,0.0,0
6706,0,0,26,0,1,10,1,0,18,1.0,10,1,7,0,18,1,-1.0,197.0,1
6708,0,0,31,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,2.0,0
6712,1,2,41,0,0,2,0,0,1,35.0,2,-1,1,-1,1,0,3.3047632836253076,18.235413348776603,0
6713,0,5,34,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,108.0,0
6715,1,0,25,0,0,5,0,0,0,1.0,5,0,4,-1,0,0,-1.0,44.0,0
6717,1,2,26,0,0,6,0,0,1,13.0,6,0,4,-1,1,1,-13.0,8.0,0
6719,0,0,38,0,0,7,0,0,2,0.0,7,0,6,0,2,1,0.0,9.0,1
6721,1,0,37,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0.0,0
6722,0,2,34,0,0,5,0,1,3,1.0,5,0,5,0,3,0,-1.0,0.0,0
6726,0,3,44,0,0,3,0,0,7,42.0,3,-1,4,-1,7,1,-42.0,26.0,1
6729,1,3,38,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,25.0,0
6730,1,0,31,0,0,6,0,0,0,1.0,6,0,5,0,0,0,-1.0,2.0,0
6731,1,2,29,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,0.0,0.0,0
6732,0,2,20,-1,1,9,0,0,1,50.0,9,1,10,1,1,1,28.0,15.0,1
6733,0,0,22,-1,0,4,0,0,0,1.0,4,-1,6,0,0,1,-1.0,1.0,0
6735,1,3,51,1,0,1,0,0,0,3.0,1,-1,1,-1,0,0,-3.0,0.0,0
6737,0,0,24,-1,0,4,0,0,2,1.0,4,-1,4,-1,2,0,-1.0,0.0,1
6739,0,0,47,1,0,8,0,0,0,1.0,8,1,6,0,0,1,-1.0,1.0,1
6740,1,0,36,0,0,5,0,0,1,1.0,5,0,4,-1,1,1,-1.0,6.0,1
6741,0,0,21,-1,0,4,0,0,1,1.0,4,-1,6,0,1,0,-1.0,1.0,0
6744,0,0,25,0,0,10,1,0,3,1.0,10,1,9,1,3,0,-1.0,80.0,1
6747,0,0,23,-1,0,9,0,1,5,1.0,9,1,9,1,5,1,-1.0,4.0,1
6748,0,5,23,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,0,-1.0,0.0,0
6749,1,2,24,-1,0,10,0,0,0,2.0,10,1,6,0,0,0,-1.0,0.0,0
6751,0,2,35,0,0,2,0,0,2,1.0,2,-1,1,-1,2,1,-1.0,2.0,1
6754,1,3,23,-1,0,4,0,0,0,2.0,4,-1,5,0,0,0,-2.0,0.0,0
6755,1,0,19,-1,0,4,0,0,0,1.0,4,-1,6,0,0,0,-1.0,1.0,1
6756,0,2,32,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,5.0,1
6758,1,2,39,0,0,1,0,0,0,3.0,1,-1,1,-1,0,0,-3.0,0.0,1
6759,0,0,30,0,4,9,0,0,12,0.0,9,1,6,0,12,1,0.0,9.0,1
6760,0,0,33,0,0,7,0,0,2,1.0,7,0,7,0,2,1,-1.0,258.0,0
6762,0,2,20,-1,0,3,0,0,0,57.731368186874306,3,-1,5,0,0,0,3.3047632836253076,18.235413348776603,1
6763,1,2,36,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,0.0,0
6765,0,3,61,1,0,1,0,0,1,81.0,1,-1,1,-1,1,1,-81.0,81.0,0
6766,0,0,29,0,0,8,1,1,8,1.0,8,1,4,-1,8,1,-1.0,2.0,1
6769,1,2,40,0,0,2,0,0,0,0.0,2,-1,1,-1,0,1,0.0,0.0,0
6771,0,0,53,1,0,7,0,0,4,4.0,7,0,1,-1,4,1,-4.0,1.0,0
6773,1,2,28,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0.0,0
6774,0,3,38,0,0,2,0,0,2,1485.0,2,-1,1,-1,2,0,0.0,29.0,0
6775,0,0,27,0,0,9,1,0,9,1.0,9,1,8,1,9,1,-1.0,1.0,1
6776,0,2,55,1,0,3,0,0,0,1.0,3,-1,1,-1,0,1,-1.0,0.0,0
6778,0,0,22,-1,1,7,0,0,1,1.0,7,0,6,0,1,0,-1.0,1.0,0
6780,1,0,34,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,2.0,0
6781,0,2,55,1,0,2,0,0,1,17.0,2,-1,3,-1,1,0,-17.0,4.0,0
6782,0,3,24,-1,0,8,0,0,2,1.0,8,1,6,0,2,1,0.0,91.0,0
6783,1,0,47,1,0,9,1,1,21,1.0,9,1,6,0,21,0,-1.0,21.0,1
6784,0,5,41,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0.0,0
6786,0,3,41,0,0,3,0,0,0,2.0,3,-1,1,-1,0,1,-2.0,0.0,0
6788,0,0,61,1,0,3,0,0,12,1.0,3,-1,4,-1,12,1,-1.0,241.0,0
6791,0,0,57,1,0,1,0,0,3,0.0,1,-1,1,-1,3,1,0.0,1.0,0
6793,1,2,38,0,0,3,0,0,2,1.0,3,-1,2,-1,2,0,-1.0,0.0,0
6794,0,2,25,0,4,4,0,1,13,0.0,4,-1,3,-1,13,1,-1.0,5.0,1
6796,0,0,23,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,0.0,1
6798,0,2,23,-1,0,5,0,0,3,1.0,5,0,6,0,3,1,-1.0,9.0,0
6800,0,0,20,-1,0,3,0,0,0,1.0,3,-1,5,0,0,1,-1.0,0.0,0
6801,0,2,44,0,0,8,0,0,1,1.0,8,1,5,0,1,1,-1.0,1.0,0
6802,1,2,38,0,0,1,0,0,1,23.0,1,-1,1,-1,1,0,-23.0,1.0,0
6803,0,0,56,1,0,2,0,0,5,1.0,2,-1,2,-1,5,1,-1.0,597.0,1
6804,0,2,43,0,0,2,0,0,2,0.0,2,-1,1,-1,2,1,0.0,5.0,1
6805,0,0,22,-1,0,3,0,0,0,2.0,3,-1,5,0,0,1,-1.0,149.0,1
6807,0,0,31,0,0,9,0,0,6,54.0,9,1,9,1,6,1,-54.0,53.0,1
6808,0,5,32,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,1.0,0
6809,0,0,29,0,0,6,0,0,0,0.0,6,0,3,-1,0,1,0.0,1.0,0
6810,0,0,22,-1,0,9,0,0,1,1.0,9,1,10,1,1,1,0.0,103.0,1
6811,0,0,23,-1,0,9,0,0,3,1.0,9,1,8,1,3,1,-1.0,44.0,1
6812,0,2,24,-1,0,4,0,1,1,23.0,4,-1,4,-1,1,1,-23.0,2.0,0
6813,0,5,45,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,-1.0,0
6815,0,0,21,-1,0,9,1,0,2,1.0,9,1,7,0,2,1,-1.0,1.0,0
6816,1,0,29,0,0,2,0,0,0,0.0,2,-1,2,-1,0,0,0.0,1.0,0
6818,1,2,51,1,0,4,0,0,0,1.0,4,-1,1,-1,0,0,-1.0,1.0,1
